lamp_1.png,465,429
lamp_2.png,465,429
lamp_3.png,465,429
lamp_4.png,465,429
lamp_5.png,465,429
lamp_6.png,465,429
sofa_1.png,821,492
sofa_2.png,821,492
sofa_3.png,821,492
sofa_4.png,821,492
sofa_5.png,821,492
wd_1.png,820,268
wd_2.png,820,268
wd_3.png,820,268
wd_4.png,820,268
wd_5.png,820,268
wd_6.png,820,268
wd_7.png,820,268
tables_1.png,837,581
tables_2.png,837,581
tables_3.png,837,581
tables_4.png,837,581
plant_2.png,318,400
plant_3.png,318,400
plant_4.png,318,400
plant_5.png,318,400
